"";"objectid";"n_outliers";"dom.min";"dom.mean";"dom.sd";"dom.max";"aspect.N";"aspect.NO";"aspect.O";"aspect.SO";"aspect.S";"aspect.SW";"aspect.W";"aspect.NW";"aspect.unb";"neig_flach";"neig_schraeg";"inclined.unb";"eign.nicht";"eign.wenig_2040";"eign.wenig_2020";"eign.geeignet";"eign.gut";"eign.sehr_gut";"eign.unb";"n_poss_modules";"e_pv_2020_high";"e_st_2020_high";"e_pv_2040_high";"e_st_2040_high";"e_pv_2020_low";"e_st_2020_low";"e_pv_2040_low";"e_st_2040_low"
"2524";2311580;0;435,846496582031;437,065686761765;0,661623120759086;439,390960693359;14;31;15;98;14;28;13;60;147;33;240;147;5;22;82;52;38;221;0;131;49,518;110,04;52,29;116,2;32,634;72,52;32,634;72,52
"2525";2311582;0;486,115875244141;486,308147723858;0,102533987731262;486,459167480469;10;1;0;0;0;0;0;0;28;11;0;28;34;5;0;0;0;0;0;0;0;0;0,63;1,4;0;0;0;0
"2526";2311583;0;424,221099853516;428,560434194712;2,87601720975204;431,805938720703;4;10;8;30;4;5;6;20;108;14;73;108;20;25;41;62;47;0;0;50;18,9;42;22,05;49;5,922;13,16;5,922;13,16
"2527";2311585;0;441,728088378906;443,391547535084;0,970827088895623;445,581848144531;8;11;15;6;16;7;10;9;53;3;79;53;0;3;14;27;42;49;0;44;16,632;36,96;17,01;37,8;11,466;25,48;11,466;25,48
"2528";2311586;0;435,240203857422;436,785028136603;1,05852070506269;439,891967773438;3;14;5;8;3;7;6;7;48;0;53;48;5;21;23;11;9;32;0;25;9,45;21;12,096;26,88;5,166;11,48;5,166;11,48
"2529";2311589;0;514,890625;516,705302674093;0,896095366413482;518,032836914062;5;1;18;4;1;2;13;1;36;9;36;36;57;24;0;0;0;0;0;0;0;0;3,024;6,72;0;0;0;0
"2530";2311590;0;461,170471191406;465,263095092773;1,8181725200861;468,1572265625;19;1;3;4;15;3;6;9;70;2;58;70;7;47;26;11;7;32;0;25,3333333333333;9,576;21,28;15,498;34,44;4,914;10,92;4,914;10,92
"2531";2311591;2;428,494567871094;428,532521565755;0,107476556078615;429,648864746094;5;7;27;15;13;2;19;16;64;103;1;64;0;0;0;19;142;7;0;56;21,168;47,04;21,168;47,04;18,774;41,72;18,774;41,72
"2532";2311631;0;433,596405029297;436,829867871992;2,37040126939023;441,358917236328;25;3;1;24;2;0;1;31;76;16;71;76;36;19;15;26;20;47;0;36;13,608;30,24;16,002;35,56;8,442;18,76;8,442;18,76
"2533";2311634;0;427,654846191406;430,659132858803;1,85403002276446;433,083801269531;0;7;5;0;0;1;4;0;41;1;16;41;0;4;8;20;23;3;0;18;6,804;15,12;7,308;16,24;3,276;7,28;3,276;7,28
"2534";2311635;0;433,237243652344;437,977013925406;2,21025100306281;440,170562744141;7;8;5;28;7;3;1;10;61;24;45;61;13;12;7;22;31;45;0;35;13,23;29,4;14,742;32,76;9,576;21,28;9,576;21,28
"2535";2311636;0;431,300811767578;434,058789157128;1,29669873677145;436,909393310547;6;63;2;3;10;84;3;3;84;8;166;84;2;6;77;25;20;128;0;83,3333333333333;31,5;70;32,256;71,68;18,648;41,44;18,648;41,44
"2536";2311637;0;433,515472412109;437,403178485143;2,62641288746932;441,170318603516;8;17;3;17;4;4;2;46;72;59;42;72;11;24;33;50;51;4;0;46;17,388;38,64;20,412;45,36;6,93;15,4;6,93;15,4
"2537";2311638;89;436,920593261719;439,628974992667;1,01407299896413;441,262145996094;13;18;8;27;14;37;13;15;148;109;36;148;5;10;13;22;65;178;0;92,6666666666667;35,028;77,84;36,288;80,64;30,618;68,04;30,618;68,04
"2538";2311639;0;435,326232910156;437,096480217533;0,851700453547937;438,239898681641;0;19;1;1;1;1;2;3;41;3;25;41;0;0;18;27;10;14;0;23;8,694;19,32;8,694;19,32;3,024;6,72;3,024;6,72
"2539";2311641;2;431,927490234375;433,336478369577;0,95684098756379;437,262329101562;7;11;6;14;8;2;5;8;51;1;60;51;1;6;33;15;12;45;0;35;13,23;29,4;13,986;31,08;7,182;15,96;7,182;15,96
"2540";2311642;23;433,236724853516;437,250420801388;1,56572652327773;439,343292236328;10;27;4;2;4;10;5;28;71;10;80;71;16;13;9;37;45;41;0;44;16,632;36,96;18,27;40,6;10,836;24,08;10,836;24,08
"2541";2311646;0;431,845184326172;434,275897915516;1,14424518216483;436,219482421875;4;105;2;1;6;88;1;0;90;9;198;90;0;3;116;28;12;138;0;98;37,044;82,32;37,422;83,16;18,9;42;18,9;42
"2542";2311647;0;437,822143554688;439,09067651781;0,654484867020965;440,483581542969;3;4;5;1;1;5;4;0;36;3;20;36;0;1;3;18;12;25;0;19,3333333333333;7,308;16,24;7,434;16,52;4,662;10,36;4,662;10,36
"2543";2311650;40;423,591552734375;429,354977577611;3,0327147439372;433,217224121094;34;12;34;6;30;4;1;2;67;15;108;67;4;20;70;25;17;54;0;55,3333333333333;20,916;46,48;23,436;52,08;8,946;19,88;8,946;19,88
"2544";2311651;1;435,779083251953;436,861587241844;0,697293016159585;439,31787109375;5;10;6;10;3;9;3;10;52;4;52;52;2;10;20;25;11;40;0;32;12,096;26,88;13,356;29,68;6,426;14,28;6,426;14,28
"2545";2311653;0;508,460845947266;508,478186713325;0,0109440034654799;508,497802734375;0;0;0;0;0;2;0;0;16;2;0;16;0;0;0;3;15;0;0;6;2,268;5,04;2,268;5,04;1,89;4,2;1,89;4,2
"2546";2311654;0;447,765869140625;458,972595484911;9,86484180176756;473,393005371094;1;0;0;1;3;12;21;17;58;0;55;58;69;9;6;10;9;10;0;11,6666666666667;4,41;9,8;5,544;12,32;2,394;5,32;2,394;5,32
"2547";2311655;0;424,292633056641;424,679660572725;0,227184806481074;425,065216064453;0;0;0;0;0;0;0;0;17;0;0;17;0;0;2;15;0;0;0;5,66666666666667;2,142;4,76;2,142;4,76;0;0;0;0
"2548";2311656;0;429,266235351562;432,568672234285;1,40131571344665;434,399536132812;11;24;17;19;36;66;12;5;92;91;99;92;4;9;11;31;85;142;0;89,6666666666667;33,894;75,32;35,028;77,84;28,602;63,56;28,602;63,56
"2549";2311657;4;442,146789550781;450,445035067472;1,68269195061979;453,247436523438;5;6;10;34;1;0;2;25;71;3;80;71;18;42;11;10;19;54;0;31,3333333333333;11,844;26,32;17,136;38,08;9,198;20,44;9,198;20,44
"2550";2311659;1;443,000549316406;443,510905091192;0,43455790044114;445,608978271484;2;2;3;14;1;1;1;5;42;4;25;42;2;1;13;14;9;32;0;22,6666666666667;8,568;19,04;8,694;19,32;5,166;11,48;5,166;11,48
"2551";2311662;10;425,566589355469;432,39405678197;2,24923976869615;434,703857421875;2;6;12;1;2;4;13;1;54;4;37;54;0;2;23;19;45;6;0;31;11,718;26,04;11,97;26,6;6,426;14,28;6,426;14,28
"2552";2311663;8;424,473785400391;428,066319420224;1,43327240783427;430,441345214844;3;0;0;6;2;1;0;22;50;5;29;50;11;14;20;6;3;30;0;19,6666666666667;7,434;16,52;9,198;20,44;4,158;9,24;4,158;9,24
"2553";2311667;4;465,24560546875;467,603079223633;3,2978098521597;481,56201171875;0;5;2;1;1;2;2;0;27;0;13;27;10;11;15;1;2;1;0;6,33333333333333;2,394;5,32;3,78;8,4;0,378;0,84;0,378;0,84
"2554";2311668;1;429,013214111328;429,948751831055;0,794439742020493;432,677001953125;0;0;0;0;0;0;0;0;50;0;0;50;0;1;2;5;23;19;0;16,3333333333333;6,174;13,72;6,3;14;5,292;11,76;5,292;11,76
"2555";2311669;13;429,259155273438;431,813581046412;4,67583081644065;444,445007324219;1;0;1;0;3;2;0;0;52;4;3;52;11;6;14;14;7;7;0;14;5,292;11,76;6,048;13,44;1,764;3,92;1,764;3,92
"2556";2311670;21;432,463470458984;436,087851465276;1,6275088826815;437,456268310547;7;0;0;13;6;1;0;27;59;10;44;59;9;7;4;38;12;43;0;32,3333333333333;12,222;27,16;13,104;29,12;6,93;15,4;6,93;15,4
"2557";2311671;0;432,591369628906;432,627517700195;0,0260679239777986;432,674468994141;0;0;0;0;0;0;0;0;16;0;0;16;0;0;0;2;14;0;0;5,33333333333333;2,016;4,48;2,016;4,48;1,764;3,92;1,764;3,92
"2558";2311672;7;427,861267089844;432,715542063994;3,15662890798199;441,914001464844;0;0;0;4;0;1;3;2;41;0;10;41;3;15;8;9;13;3;0;11;4,158;9,24;6,048;13,44;2,016;4,48;2,016;4,48
"2559";2311673;11;433,062713623047;436,476704342264;1,58586781415531;438,632598876953;1;10;2;4;0;4;2;0;48;2;21;48;0;2;28;11;12;18;0;23;8,694;19,32;8,946;19,88;3,78;8,4;3,78;8,4
"2560";2311674;0;432,578979492188;436,908795166016;2,59451106097987;439,175598144531;0;3;2;14;1;0;0;0;35;7;13;35;14;1;5;11;24;0;0;13,3333333333333;5,04;11,2;5,166;11,48;3,024;6,72;3,024;6,72
"2561";2311675;9;433,263031005859;438,536676983501;1,68346395738376;441,558410644531;2;3;7;36;1;2;5;42;74;6;92;74;5;10;8;67;17;65;0;52,3333333333333;19,782;43,96;21,042;46,76;10,332;22,96;10,332;22,96
"2562";2311677;0;428,220275878906;428,638996669224;0,553435614992681;429,8330078125;0;0;0;0;0;0;0;0;14;0;0;14;0;1;2;6;4;1;0;4,33333333333333;1,638;3,64;1,764;3,92;0,63;1,4;0,63;1,4
"2563";2311678;0;432,574432373047;436,298040008545;2,80186717815304;439,154296875;3;6;3;12;0;0;0;7;49;13;18;49;28;9;9;5;22;7;0;14,3333333333333;5,418;12,04;6,552;14,56;3,654;8,12;3,654;8,12
"2564";2311679;0;429,807250976562;432,095913794733;0,967899156436139;433,768005371094;0;2;2;0;0;1;1;1;24;0;7;24;0;0;11;6;13;1;0;10,3333333333333;3,906;8,68;3,906;8,68;1,764;3,92;1,764;3,92
"2565";2311680;0;428,272705078125;434,751982020871;2,78075022710919;438,482482910156;3;3;7;25;6;15;12;59;77;25;105;77;28;17;18;52;40;52;0;54;20,412;45,36;22,554;50,12;11,592;25,76;11,592;25,76
"2566";2311681;6;433,041351318359;434,197745835486;0,299930662090764;435,390594482422;6;20;93;21;8;22;72;14;107;183;73;107;0;2;9;39;278;35;0;120,333333333333;45,486;101,08;45,738;101,64;39,438;87,64;39,438;87,64
"2567";2311682;2;424,590728759766;424,974519926926;0,334066588634908;426,560516357422;0;8;1;1;0;0;0;0;48;4;6;48;5;27;24;2;0;0;0;8,66666666666667;3,276;7,28;6,678;14,84;0;0;0;0
"2568";2311685;11;425,348449707031;432,503214308486;1,3015609583659;435,991088867188;22;28;38;14;29;14;21;12;113;12;166;113;21;29;36;66;88;51;0;80,3333333333333;30,366;67,48;34,02;75,6;17,514;38,92;17,514;38,92
"2569";2311686;0;430,106658935547;435,389208945499;1,88940013888965;437,602508544922;13;19;14;12;6;7;3;17;66;18;73;66;32;24;19;20;27;35;0;33,6666666666667;12,726;28,28;15,75;35;7,812;17,36;7,812;17,36
"2570";2311687;0;432,928375244141;434,518739567247;0,784589635421634;436,337646484375;5;4;6;2;9;5;7;4;44;1;41;44;1;4;16;20;9;36;0;27;10,206;22,68;10,71;23,8;5,67;12,6;5,67;12,6
"2571";2311688;0;430,444885253906;432,128289557123;0,894256699879229;433,7392578125;6;0;3;8;2;0;4;12;42;4;31;42;1;12;22;7;9;26;0;21,3333333333333;8,064;17,92;9,576;21,28;4,41;9,8;4,41;9,8
"2572";2311691;1;434,898498535156;435,419644649898;0,32303305593621;436,696990966797;2;15;6;6;2;13;3;6;54;9;44;54;0;0;1;14;61;31;0;35,6666666666667;13,482;29,96;13,482;29,96;11,592;25,76;11,592;25,76
"2573";2311693;0;428,893890380859;431,108820891577;1,26622588043393;433,445404052734;3;22;1;2;5;29;4;2;53;6;62;53;4;15;13;21;28;40;0;34;12,852;28,56;14,742;32,76;8,568;19,04;8,568;19,04
"2574";2311694;0;425,757263183594;425,818591939992;0,0337714261974533;425,882385253906;0;0;1;5;0;0;0;0;23;6;0;23;0;0;1;3;25;0;0;9,66666666666666;3,654;8,12;3,654;8,12;3,15;7;3,15;7
"2575";2311695;0;430,02880859375;432,73678249783;1,86747948329718;435,285186767578;0;0;0;0;0;18;0;0;54;0;18;54;1;10;10;9;27;15;0;20,3333333333333;7,686;17,08;8,946;19,88;5,292;11,76;5,292;11,76
"2576";2311696;0;426,101684570312;426,138394442472;0,0177367547332545;426,167327880859;0;0;0;0;0;0;0;0;11;0;0;11;0;0;0;2;9;0;0;3,66666666666667;1,386;3,08;1,386;3,08;1,134;2,52;1,134;2,52
"2577";2311697;10;425,947509765625;430,406071856739;1,6862522374402;432,095855712891;7;0;1;15;0;0;7;24;69;6;48;69;5;10;15;38;16;39;0;36;13,608;30,24;14,868;33,04;6,93;15,4;6,93;15,4
"2578";2311698;0;431,673553466797;433,952095758347;1,01535462081129;436,420684814453;5;13;3;1;7;4;3;3;45;3;36;45;11;22;10;7;13;21;0;17;6,426;14,28;9,198;20,44;4,284;9,52;4,284;9,52
"2579";2311699;0;436,064788818359;438,696775967017;1,64962599248248;442,334564208984;6;12;16;3;8;12;12;5;59;8;66;59;11;29;28;23;21;21;0;31;11,718;26,04;15,372;34,16;5,292;11,76;5,292;11,76
"2580";2311700;0;431,462738037109;432,365474853516;0,312380694550569;433,070922851562;3;0;6;24;3;1;6;24;58;30;37;58;1;1;7;21;63;32;0;41;15,498;34,44;15,624;34,72;11,97;26,6;11,97;26,6
"2581";2311702;8;436,139801025391;438,648445609566;2,57922751712519;449,881988525391;14;6;17;6;12;6;7;10;65;38;40;65;12;14;17;26;54;20;0;39;14,742;32,76;16,506;36,68;9,324;20,72;9,324;20,72
"2582";2311703;5;432,374206542969;437,927569373179;1,42861220783754;439,557312011719;1;11;5;1;0;1;1;3;36;2;21;36;4;3;6;8;29;9;0;17,3333333333333;6,552;14,56;6,93;15,4;4,788;10,64;4,788;10,64
"2583";2311704;0;430,400756835938;431,225916181292;0,440187311003214;432,274749755859;3;20;0;0;1;15;1;1;43;4;37;43;0;0;2;33;10;39;0;28;10,584;23,52;10,584;23,52;6,174;13,72;6,174;13,72
"2584";2311760;0;441,394409179688;442,767847521552;0,769348038943947;445,225036621094;10;13;10;4;10;7;6;8;48;8;60;48;2;11;21;31;30;21;0;34,3333333333333;12,978;28,84;14,364;31,92;6,426;14,28;6,426;14,28
"2585";2311761;171;422,666107177734;426,282283678866;2,34684242869995;443,2080078125;98;368;120;109;150;463;134;73;354;1030;485;354;52;60;190;546;948;73;0;585,666666666667;221,382;491,96;228,942;508,76;128,646;285,88;128,646;285,88
"2586";2311764;3;431,18798828125;443,25096736892;1,8171143592384;446,699676513672;49;21;27;3;34;4;25;17;59;8;172;59;23;43;37;58;22;56;0;57,6666666666667;21,798;48,44;27,216;60,48;9,828;21,84;9,828;21,84
"2587";2311765;1;427,503845214844;427,805112877671;0,419949096317103;430,470031738281;0;2;2;6;1;0;0;0;38;10;1;38;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2588";2311766;106;428,517150878906;443,327896180786;2,98976580476453;446,5322265625;35;132;36;69;28;164;30;73;164;348;219;164;43;16;29;38;237;368;0;224;84,672;188,16;86,688;192,64;76,23;169,4;76,23;169,4
"2589";2311767;0;432,742126464844;436,666285249376;2,35546966347818;444,151000976562;51;28;33;34;33;22;32;31;124;14;250;124;47;48;76;105;71;41;0;97,6666666666667;36,918;82,04;42,966;95,48;14,112;31,36;14,112;31,36
"2590";2311768;0;435,514709472656;438,606014092024;2,79587867932554;442,972229003906;45;38;17;20;71;68;16;8;147;216;67;147;1;4;29;149;203;44;0;141,666666666667;53,55;119;54,054;120,12;31,122;69,16;31,122;69,16
"2591";2311769;0;432,087799072266;432,222948710124;0,0898606630194208;432,354766845703;0;0;0;0;0;0;0;0;24;0;0;24;0;0;7;17;0;0;0;8;3,024;6,72;3,024;6,72;0;0;0;0
"2592";2311770;0;430,197387695312;434,53265480917;2,28522545536977;437,75;3;9;5;3;3;12;1;2;84;22;16;84;37;13;11;26;31;4;0;24;9,072;20,16;10,71;23,8;4,41;9,8;4,41;9,8
"2593";2311771;16;427,207427978516;440,894423161309;2,58636632497889;442,989837646484;12;33;4;6;4;39;17;28;84;38;105;84;12;9;8;36;85;77;0;68,6666666666667;25,956;57,68;27,09;60,2;20,412;45,36;20,412;45,36
"2594";2311772;0;423,639190673828;434,204984876845;4,26312523861502;442,568115234375;11;67;20;8;8;71;10;4;89;15;184;89;58;38;42;80;45;25;0;64;24,192;53,76;28,98;64,4;8,82;19,6;8,82;19,6
"2595";2311773;55;425,671295166016;431,375712252818;2,45730478353885;434,829467773438;69;14;26;37;38;4;11;15;75;23;191;75;42;28;42;47;49;81;0;73;27,594;61,32;31,122;69,16;16,38;36,4;16,38;36,4
"2596";2311774;5;434,550018310547;440,316846645945;0,774691356982564;442,3359375;7;5;6;11;13;5;4;11;61;12;50;61;7;15;28;26;22;25;0;33,6666666666667;12,726;28,28;14,616;32,48;5,922;13,16;5,922;13,16
"2597";2311775;16;430,295074462891;437,223663963223;2,27210113431005;440,960205078125;62;2;3;21;42;3;0;18;90;6;145;90;17;99;29;41;46;9;0;41,6666666666667;15,75;35;28,224;62,72;6,93;15,4;6,93;15,4
"2598";2311861;0;423,471832275391;430,264168875558;5,25306436188058;436,781005859375;0;0;0;0;0;2;7;0;26;1;8;26;3;12;4;9;6;1;0;6,66666666666667;2,52;5,6;4,032;8,96;0,882;1,96;0,882;1,96
"2599";2311862;0;433,846405029297;436,981843505859;1,88214060421774;440,4970703125;10;25;0;2;4;12;4;2;66;3;56;66;1;41;13;25;6;39;0;27,6666666666667;10,458;23,24;15,624;34,72;5,67;12,6;5,67;12,6
"2600";2311863;0;432,458404541016;435,883699170586;1,78001327380212;437,651947021484;2;15;2;22;2;1;0;29;74;10;63;74;6;13;22;47;14;45;0;42,6666666666667;16,128;35,84;17,766;39,48;7,434;16,52;7,434;16,52
"2601";2311864;0;445,280364990234;446,603158556981;0,828225060822452;449,096496582031;62;11;19;5;50;8;10;7;75;6;166;75;1;7;83;29;28;99;0;79,6666666666667;30,114;66,92;30,996;68,88;16,002;35,56;16,002;35,56
"2602";2311866;0;432,696319580078;436,632623374057;3,20140241275927;441,018615722656;6;17;7;9;10;5;6;4;83;26;38;83;10;16;23;46;18;34;0;40,3333333333333;15,246;33,88;17,262;38,36;6,552;14,56;6,552;14,56
"2603";2311868;0;462,585418701172;466,569851618941;1,11295570380972;468,614501953125;24;12;26;11;16;2;5;18;72;32;82;72;38;29;37;43;35;4;0;39,6666666666667;14,994;33,32;18,648;41,44;4,914;10,92;4,914;10,92
"2604";2311869;0;477,633850097656;479,20134642066;0,800540618388894;480,754058837891;2;6;15;1;0;2;19;0;37;2;43;37;0;3;9;45;25;0;0;26,3333333333333;9,954;22,12;10,332;22,96;3,15;7;3,15;7
"2605";2311871;0;441,709564208984;443,186503982544;0,785704230158488;445,288543701172;39;8;5;11;15;13;11;2;56;10;94;56;1;4;12;55;26;62;0;51,6666666666667;19,53;43,4;20,034;44,52;11,088;24,64;11,088;24,64
"2606";2311873;0;435,190368652344;438,102998149826;1,48526154605555;441,478973388672;16;1;1;132;6;1;10;111;137;8;270;137;155;25;14;16;12;193;0;78,3333333333333;29,61;65,8;32,76;72,8;25,83;57,4;25,83;57,4
"2607";2311874;3;426,080718994141;428,338500976562;3,40654743640627;435,946014404297;0;0;0;0;0;0;1;0;16;0;1;16;12;4;1;0;0;0;0;0,333333333333333;0,126;0,28;0,63;1,4;0;0;0;0
"2608";2311875;17;427,176788330078;438,316317591174;2,05458230184284;444,236206054688;2;5;18;10;6;12;13;7;43;7;66;43;17;30;31;26;10;2;0;23;8,694;19,32;12,474;27,72;1,512;3,36;1,512;3,36
"2609";2311876;0;439,666717529297;441,155574002712;0,972902395181828;442,949371337891;15;10;20;7;9;10;12;8;48;3;88;48;2;23;26;33;35;20;0;38;14,364;31,92;17,262;38,36;6,93;15,4;6,93;15,4
"2610";2311877;10;441,238800048828;441,750470329733;0,299066101600121;442,718566894531;39;14;17;8;18;8;7;5;54;67;49;54;0;0;5;15;111;39;0;56,6666666666667;21,42;47,6;21,42;47,6;18,9;42;18,9;42
"2611";2311879;2;440,619903564453;441,866667374321;0,696006803909979;444,433990478516;25;12;7;4;17;4;2;4;40;3;72;40;3;4;19;32;19;38;0;36;13,608;30,24;14,112;31,36;7,182;15,96;7,182;15,96
"2612";2311880;0;439,199798583984;441,242785295759;1,05097588973629;444,356811523438;13;9;4;40;11;7;8;18;65;4;106;65;2;12;38;11;18;94;0;53,6666666666667;20,286;45,08;21,798;48,44;14,112;31,36;14,112;31,36
"2613";2311881;0;440,903686523438;441,88521882305;0,645842394801836;443,673004150391;28;5;1;1;31;3;6;9;43;4;80;43;0;6;32;18;18;53;0;40,3333333333333;15,246;33,88;16,002;35,56;8,946;19,88;8,946;19,88
"2614";2311930;0;433,908660888672;437,033145463646;1,68782092436206;439,572174072266;10;15;7;17;10;5;9;39;87;11;101;87;7;6;11;69;47;59;0;62;23,436;52,08;24,192;53,76;13,356;29,68;13,356;29,68
"2615";2311931;0;429,235565185547;437,778105780419;2,97035483963352;441,813934326172;13;55;12;4;2;33;10;21;85;6;144;85;45;17;23;60;21;69;0;57,6666666666667;21,798;48,44;23,94;53,2;11,34;25,2;11,34;25,2
"2616";2311932;15;430,434967041016;432,889166616175;0,587530267722806;436,184326171875;3;27;3;3;4;27;2;1;67;37;33;67;2;6;3;23;37;66;0;43;16,254;36,12;17,01;37,8;12,978;28,84;12,978;28,84
"2617";2311934;2;426,310241699219;436,420383453369;4,33130870397993;439,579010009766;0;0;0;2;0;0;0;0;14;0;2;14;1;0;2;1;6;6;0;5;1,89;4,2;1,89;4,2;1,512;3,36;1,512;3,36
"2618";2311935;0;432,418487548828;433,39572815668;0,366308635516048;434,472290039062;3;28;7;11;10;20;7;13;69;62;37;69;0;6;7;10;72;73;0;54;20,412;45,36;21,168;47,04;18,27;40,6;18,27;40,6
"2619";2311938;0;427,413909912109;430,601710893954;1,78501474088545;435,350006103516;28;185;13;82;1;86;4;106;179;63;442;179;25;42;57;212;212;136;0;205,666666666667;77,742;172,76;83,034;184,52;43,848;97,44;43,848;97,44
"2620";2311939;9;430,607421875;433,409894014882;0,528096823221839;435,454467773438;15;30;12;21;17;31;7;13;80;68;78;80;0;4;13;25;86;98;0;74;27,972;62,16;28,476;63,28;23,184;51,52;23,184;51,52
"2621";2311941;19;429,991577148438;432,715508613878;0,806192915543896;433,882171630859;8;34;5;3;2;6;2;1;70;27;34;70;13;10;13;15;34;46;0;36;13,608;30,24;14,868;33,04;10,08;22,4;10,08;22,4
"2622";2311943;17;433,823486328125;437,721927218967;1,57054885892438;440,355834960938;5;1;2;14;2;0;0;23;70;2;45;70;3;6;4;48;11;45;0;36;13,608;30,24;14,364;31,92;7,056;15,68;7,056;15,68
"2623";2311944;0;431,041839599609;437,529639310615;3,7634438550973;441,804351806641;10;17;8;7;1;29;3;12;85;17;70;85;16;13;19;24;36;64;0;47,6666666666667;18,018;40,04;19,656;43,68;12,6;28;12,6;28
"2624";2311947;0;433,972808837891;434,523315429688;0,281498376039977;434,922119140625;0;2;5;0;0;0;0;0;23;2;5;23;0;0;0;11;11;8;0;10;3,78;8,4;3,78;8,4;2,394;5,32;2,394;5,32
"2625";2311948;1;438,669860839844;439,716504956855;0,510930065454029;441,59912109375;1;2;34;6;2;5;24;3;45;12;65;45;0;1;2;13;72;34;0;40,3333333333333;15,246;33,88;15,372;34,16;13,356;29,68;13,356;29,68
"2626";2311949;0;429,171691894531;432,344569063735;1,2427500893282;433,785552978516;0;1;1;33;1;1;1;2;47;13;27;47;1;3;4;5;27;47;0;27,6666666666667;10,458;23,24;10,836;24,08;9,324;20,72;9,324;20,72
"2627";2311950;3;500,645294189453;501,898857116699;1,74910259324872;507,227996826172;0;0;0;0;0;0;0;0;12;0;0;12;0;3;7;2;0;0;0;3;1,134;2,52;1,512;3,36;0;0;0;0
"2628";2311951;0;527,031616210938;527,894449869792;0,649431137348082;528,78955078125;1;0;0;0;0;0;0;0;8;0;1;8;3;1;2;0;2;1;0;1,66666666666667;0,63;1,4;0,756;1,68;0,378;0,84;0,378;0,84
"2629";2311953;5;431,358489990234;431,608444284184;0,181668359120888;434,451110839844;44;5;83;13;43;16;101;20;109;311;14;109;1;1;3;3;352;74;0;144;54,432;120,96;54,558;121,24;53,676;119,28;53,676;119,28
"2630";2311954;6;433,536437988281;434,866761322021;1,22314409859072;442,421936035156;17;10;53;7;10;9;22;8;64;4;132;64;6;10;23;54;83;24;0;61,3333333333333;23,184;51,52;24,444;54,32;13,482;29,96;13,482;29,96
"2631";2311955;13;506,035491943359;509,009504318237;0,935541410124047;511,364715576172;2;3;3;9;1;4;4;4;50;8;22;50;10;12;10;33;13;2;0;19,3333333333333;7,308;16,24;8,82;19,6;1,89;4,2;1,89;4,2
"2632";2311956;1;436,788604736328;438,362874616656;1,04359241585245;442,245666503906;18;6;8;5;10;9;7;5;46;1;67;46;8;22;21;16;18;29;0;28;10,584;23,52;13,356;29,68;5,922;13,16;5,922;13,16
"2633";2311958;0;432,141174316406;433,381060595181;0,834817628787516;436,028930664062;11;7;21;30;3;9;15;22;69;6;112;69;1;11;22;51;22;80;0;58,3333333333333;22,05;49;23,436;52,08;12,852;28,56;12,852;28,56
"2634";2311959;8;428,868225097656;430,066949272898;0,308372695471315;432,593841552734;5;9;63;9;8;4;47;12;100;138;19;100;7;8;24;78;132;8;0;80,6666666666667;30,492;67,76;31,5;70;17,64;39,2;17,64;39,2
"2635";2311960;2;435,720794677734;439,083279696378;4,63656395563909;448,119995117188;0;0;0;0;0;0;0;0;11;0;0;11;8;1;0;0;0;2;0;0,666666666666667;0,252;0,56;0,378;0,84;0,252;0,56;0,252;0,56
"2636";2311961;1;437,728820800781;439,599869728088;1,15385610931264;443,456176757812;11;4;3;2;6;3;2;3;30;0;34;30;24;7;15;10;8;0;0;11;4,158;9,24;5,04;11,2;1,008;2,24;1,008;2,24
"2637";2311962;28;431,632415771484;438,738700181707;3,08329616104869;451,032012939453;3;5;116;32;8;10;39;7;103;15;205;103;18;17;35;70;137;46;0;96;36,288;80,64;38,43;85,4;23,058;51,24;23,058;51,24
"2638";2311964;1;431,099517822266;431,210552215576;0,233253807382318;432,075469970703;0;0;0;1;2;0;0;0;13;2;1;13;7;9;0;0;0;0;0;0;0;0;1,134;2,52;0;0;0;0
"2639";2311965;0;423,258605957031;423,503642490932;0,127918946653114;423,682556152344;0;0;1;0;0;0;0;0;13;1;0;13;0;0;4;10;0;0;0;4,66666666666667;1,764;3,92;1,764;3,92;0;0;0;0
"2640";2311966;10;503,419586181641;506,715126582554;4,0508257661534;516,796020507812;5;4;3;1;0;0;3;6;34;1;21;34;29;27;0;0;0;0;0;0;0;0;3,402;7,56;0;0;0;0
"2641";2311968;0;441,112335205078;443,887372732162;1,04344913496572;445,616271972656;34;33;11;12;56;6;6;5;93;19;144;93;44;22;34;27;44;85;0;63,3333333333333;23,94;53,2;26,712;59,36;16,254;36,12;16,254;36,12
"2642";2311969;11;424,127777099609;431,87339097175;2,27006145094147;436,254608154297;54;3;6;5;54;4;1;7;73;4;130;73;19;58;15;14;17;84;0;43,3333333333333;16,38;36,4;23,688;52,64;12,726;28,28;12,726;28,28
"2643";2311989;0;425,143981933594;429,55119444832;4,76033540571714;439,049987792969;0;2;5;3;2;4;11;0;36;2;25;36;46;7;6;3;1;0;0;3,33333333333333;1,26;2,8;2,142;4,76;0,126;0,28;0,126;0,28
"2644";2311996;0;426,417999267578;426,473910522461;0,0362175560879568;426,530456542969;0;0;0;0;0;2;0;0;18;2;0;18;0;1;0;7;12;0;0;6,33333333333333;2,394;5,32;2,52;5,6;1,512;3,36;1,512;3,36
